Command line: ['16.py']
Total duration: 23.3386s
File: 16.py
File duration: 23.3381s (100.00%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   151|         0|            0|            0|  0.00%|    'g'        #  0x67 -> LATIN SMALL LETTER G
   152|         0|            0|            0|  0.00%|    'h'        #  0x68 -> LATIN SMALL LETTER H
   153|         0|            0|            0|  0.00%|    'i'        #  0x69 -> LATIN SMALL LETTER I
   154|         0|            0|            0|  0.00%|    'j'        #  0x6A -> LATIN SMALL LETTER J
   155|         0|            0|            0|  0.00%|    'k'        #  0x6B -> LATIN SMALL LETTER K
   156|         0|            0|            0|  0.00%|    'l'        #  0x6C -> LATIN SMALL LETTER L
   157|         0|            0|            0|  0.00%|    'm'        #  0x6D -> LATIN SMALL LETTER M
   158|         0|            0|            0|  0.00%|    'n'        #  0x6E -> LATIN SMALL LETTER N
   159|         0|            0|            0|  0.00%|    'o'        #  0x6F -> LATIN SMALL LETTER O
   160|         0|            0|            0|  0.00%|    'p'        #  0x70 -> LATIN SMALL LETTER P
   161|         0|            0|            0|  0.00%|    'q'        #  0x71 -> LATIN SMALL LETTER Q
   162|         0|            0|            0|  0.00%|    'r'        #  0x72 -> LATIN SMALL LETTER R
   163|         0|            0|            0|  0.00%|    's'        #  0x73 -> LATIN SMALL LETTER S
   164|         0|            0|            0|  0.00%|    't'        #  0x74 -> LATIN SMALL LETTER T
   165|         0|            0|            0|  0.00%|    'u'        #  0x75 -> LATIN SMALL LETTER U
   166|         0|            0|            0|  0.00%|    'v'        #  0x76 -> LATIN SMALL LETTER V
   167|         0|            0|            0|  0.00%|    'w'        #  0x77 -> LATIN SMALL LETTER W
   168|         0|            0|            0|  0.00%|    'x'        #  0x78 -> LATIN SMALL LETTER X
   169|         0|            0|            0|  0.00%|    'y'        #  0x79 -> LATIN SMALL LETTER Y
   170|         0|            0|            0|  0.00%|    'z'        #  0x7A -> LATIN SMALL LETTER Z
   171|         0|            0|            0|  0.00%|    '{'        #  0x7B -> LEFT CURLY BRACKET
   172|         0|            0|            0|  0.00%|    '|'        #  0x7C -> VERTICAL LINE
   173|         0|            0|            0|  0.00%|    '}'        #  0x7D -> RIGHT CURLY BRACKET
   174|         0|            0|            0|  0.00%|    '~'        #  0x7E -> TILDE
   175|         0|            0|            0|  0.00%|    '\x7f'     #  0x7F -> DELETE
   176|         0|            0|            0|  0.00%|    '\u20ac'   #  0x80 -> EURO SIGN
   177|         0|            0|            0|  0.00%|    '\ufffe'   #  0x81 -> UNDEFINED
   178|         0|            0|            0|  0.00%|    '\u201a'   #  0x82 -> SINGLE LOW-9 QUOTATION MARK
   179|         0|            0|            0|  0.00%|    '\ufffe'   #  0x83 -> UNDEFINED
   180|         0|            0|            0|  0.00%|    '\u201e'   #  0x84 -> DOUBLE LOW-9 QUOTATION MARK
   181|         0|            0|            0|  0.00%|    '\u2026'   #  0x85 -> HORIZONTAL ELLIPSIS
   182|         0|            0|            0|  0.00%|    '\u2020'   #  0x86 -> DAGGER
   183|         0|            0|            0|  0.00%|    '\u2021'   #  0x87 -> DOUBLE DAGGER
   184|         0|            0|            0|  0.00%|    '\ufffe'   #  0x88 -> UNDEFINED
   185|         0|            0|            0|  0.00%|    '\u2030'   #  0x89 -> PER MILLE SIGN
   186|         0|            0|            0|  0.00%|    '\u0160'   #  0x8A -> LATIN CAPITAL LETTER S WITH CARON
   187|         0|            0|            0|  0.00%|    '\u2039'   #  0x8B -> SINGLE LEFT-POINTING ANGLE QUOTATION MARK
   188|         0|            0|            0|  0.00%|    '\u015a'   #  0x8C -> LATIN CAPITAL LETTER S WITH ACUTE
   189|         0|            0|            0|  0.00%|    '\u0164'   #  0x8D -> LATIN CAPITAL LETTER T WITH CARON
   190|         0|            0|            0|  0.00%|    '\u017d'   #  0x8E -> LATIN CAPITAL LETTER Z WITH CARON
   191|         0|            0|            0|  0.00%|    '\u0179'   #  0x8F -> LATIN CAPITAL LETTER Z WITH ACUTE
   192|         0|            0|            0|  0.00%|    '\ufffe'   #  0x90 -> UNDEFINED
   193|         0|            0|            0|  0.00%|    '\u2018'   #  0x91 -> LEFT SINGLE QUOTATION MARK
   194|         0|            0|            0|  0.00%|    '\u2019'   #  0x92 -> RIGHT SINGLE QUOTATION MARK
   195|         0|            0|            0|  0.00%|    '\u201c'   #  0x93 -> LEFT DOUBLE QUOTATION MARK
   196|         0|            0|            0|  0.00%|    '\u201d'   #  0x94 -> RIGHT DOUBLE QUOTATION MARK
   197|         0|            0|            0|  0.00%|    '\u2022'   #  0x95 -> BULLET
   198|         0|            0|            0|  0.00%|    '\u2013'   #  0x96 -> EN DASH
   199|         0|            0|            0|  0.00%|    '\u2014'   #  0x97 -> EM DASH
   200|         0|            0|            0|  0.00%|    '\ufffe'   #  0x98 -> UNDEFINED
   201|         0|            0|            0|  0.00%|    '\u2122'   #  0x99 -> TRADE MARK SIGN
   202|         0|            0|            0|  0.00%|    '\u0161'   #  0x9A -> LATIN SMALL LETTER S WITH CARON
   203|         0|            0|            0|  0.00%|    '\u203a'   #  0x9B -> SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
   204|         0|            0|            0|  0.00%|    '\u015b'   #  0x9C -> LATIN SMALL LETTER S WITH ACUTE
   205|         0|            0|            0|  0.00%|    '\u0165'   #  0x9D -> LATIN SMALL LETTER T WITH CARON
   206|         0|            0|            0|  0.00%|    '\u017e'   #  0x9E -> LATIN SMALL LETTER Z WITH CARON
   207|         0|            0|            0|  0.00%|    '\u017a'   #  0x9F -> LATIN SMALL LETTER Z WITH ACUTE
   208|         0|            0|            0|  0.00%|    '\xa0'     #  0xA0 -> NO-BREAK SPACE
   209|         0|            0|            0|  0.00%|    '\u02c7'   #  0xA1 -> CARON
   210|         0|            0|            0|  0.00%|    '\u02d8'   #  0xA2 -> BREVE
   211|         0|            0|            0|  0.00%|    '\u0141'   #  0xA3 -> LATIN CAPITAL LETTER L WITH STROKE
   212|         0|            0|            0|  0.00%|    '\xa4'     #  0xA4 -> CURRENCY SIGN
   213|         0|            0|            0|  0.00%|    '\u0104'   #  0xA5 -> LATIN CAPITAL LETTER A WITH OGONEK
   214|         0|            0|            0|  0.00%|    '\xa6'     #  0xA6 -> BROKEN BAR
   215|         0|            0|            0|  0.00%|    '\xa7'     #  0xA7 -> SECTION SIGN
   216|         0|            0|            0|  0.00%|    '\xa8'     #  0xA8 -> DIAERESIS
   217|         0|            0|            0|  0.00%|    '\xa9'     #  0xA9 -> COPYRIGHT SIGN
   218|         0|            0|            0|  0.00%|    '\u015e'   #  0xAA -> LATIN CAPITAL LETTER S WITH CEDILLA
   219|         0|            0|            0|  0.00%|    '\xab'     #  0xAB -> LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
   220|         0|            0|            0|  0.00%|    '\xac'     #  0xAC -> NOT SIGN
   221|         0|            0|            0|  0.00%|    '\xad'     #  0xAD -> SOFT HYPHEN
   222|         0|            0|            0|  0.00%|    '\xae'     #  0xAE -> REGISTERED SIGN
   223|         0|            0|            0|  0.00%|    '\u017b'   #  0xAF -> LATIN CAPITAL LETTER Z WITH DOT ABOVE
   224|         0|            0|            0|  0.00%|    '\xb0'     #  0xB0 -> DEGREE SIGN
   225|         0|            0|            0|  0.00%|    '\xb1'     #  0xB1 -> PLUS-MINUS SIGN
   226|         0|            0|            0|  0.00%|    '\u02db'   #  0xB2 -> OGONEK
   227|         0|            0|            0|  0.00%|    '\u0142'   #  0xB3 -> LATIN SMALL LETTER L WITH STROKE
   228|         0|            0|            0|  0.00%|    '\xb4'     #  0xB4 -> ACUTE ACCENT
   229|         0|            0|            0|  0.00%|    '\xb5'     #  0xB5 -> MICRO SIGN
   230|         0|            0|            0|  0.00%|    '\xb6'     #  0xB6 -> PILCROW SIGN
   231|         0|            0|            0|  0.00%|    '\xb7'     #  0xB7 -> MIDDLE DOT
   232|         0|            0|            0|  0.00%|    '\xb8'     #  0xB8 -> CEDILLA
   233|         0|            0|            0|  0.00%|    '\u0105'   #  0xB9 -> LATIN SMALL LETTER A WITH OGONEK
   234|         0|            0|            0|  0.00%|    '\u015f'   #  0xBA -> LATIN SMALL LETTER S WITH CEDILLA
   235|         0|            0|            0|  0.00%|    '\xbb'     #  0xBB -> RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
   236|         0|            0|            0|  0.00%|    '\u013d'   #  0xBC -> LATIN CAPITAL LETTER L WITH CARON
   237|         0|            0|            0|  0.00%|    '\u02dd'   #  0xBD -> DOUBLE ACUTE ACCENT
   238|         0|            0|            0|  0.00%|    '\u013e'   #  0xBE -> LATIN SMALL LETTER L WITH CARON
   239|         0|            0|            0|  0.00%|    '\u017c'   #  0xBF -> LATIN SMALL LETTER Z WITH DOT ABOVE
   240|         0|            0|            0|  0.00%|    '\u0154'   #  0xC0 -> LATIN CAPITAL LETTER R WITH ACUTE
   241|         0|            0|            0|  0.00%|    '\xc1'     #  0xC1 -> LATIN CAPITAL LETTER A WITH ACUTE
   242|         0|            0|            0|  0.00%|    '\xc2'     #  0xC2 -> LATIN CAPITAL LETTER A WITH CIRCUMFLEX
   243|         0|            0|            0|  0.00%|    '\u0102'   #  0xC3 -> LATIN CAPITAL LETTER A WITH BREVE
   244|         0|            0|            0|  0.00%|    '\xc4'     #  0xC4 -> LATIN CAPITAL LETTER A WITH DIAERESIS
   245|         0|            0|            0|  0.00%|    '\u0139'   #  0xC5 -> LATIN CAPITAL LETTER L WITH ACUTE
   246|         0|            0|            0|  0.00%|    '\u0106'   #  0xC6 -> LATIN CAPITAL LETTER C WITH ACUTE
   247|         0|            0|            0|  0.00%|    '\xc7'     #  0xC7 -> LATIN CAPITAL LETTER C WITH CEDILLA
   248|         0|            0|            0|  0.00%|    '\u010c'   #  0xC8 -> LATIN CAPITAL LETTER C WITH CARON
   249|         0|            0|            0|  0.00%|    '\xc9'     #  0xC9 -> LATIN CAPITAL LETTER E WITH ACUTE
   250|         0|            0|            0|  0.00%|    '\u0118'   #  0xCA -> LATIN CAPITAL LETTER E WITH OGONEK
   251|         0|            0|            0|  0.00%|    '\xcb'     #  0xCB -> LATIN CAPITAL LETTER E WITH DIAERESIS
   252|         0|            0|            0|  0.00%|    '\u011a'   #  0xCC -> LATIN CAPITAL LETTER E WITH CARON
   253|         0|            0|            0|  0.00%|    '\xcd'     #  0xCD -> LATIN CAPITAL LETTER I WITH ACUTE
   254|         0|            0|            0|  0.00%|    '\xce'     #  0xCE -> LATIN CAPITAL LETTER I WITH CIRCUMFLEX
   255|         0|            0|            0|  0.00%|    '\u010e'   #  0xCF -> LATIN CAPITAL LETTER D WITH CARON
   256|         0|            0|            0|  0.00%|    '\u0110'   #  0xD0 -> LATIN CAPITAL LETTER D WITH STROKE
   257|         0|            0|            0|  0.00%|    '\u0143'   #  0xD1 -> LATIN CAPITAL LETTER N WITH ACUTE
   258|         0|            0|            0|  0.00%|    '\u0147'   #  0xD2 -> LATIN CAPITAL LETTER N WITH CARON
   259|         0|            0|            0|  0.00%|    '\xd3'     #  0xD3 -> LATIN CAPITAL LETTER O WITH ACUTE
   260|         0|            0|            0|  0.00%|    '\xd4'     #  0xD4 -> LATIN CAPITAL LETTER O WITH CIRCUMFLEX
   261|         0|            0|            0|  0.00%|    '\u0150'   #  0xD5 -> LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
   262|         0|            0|            0|  0.00%|    '\xd6'     #  0xD6 -> LATIN CAPITAL LETTER O WITH DIAERESIS
   263|         0|            0|            0|  0.00%|    '\xd7'     #  0xD7 -> MULTIPLICATION SIGN
   264|         0|            0|            0|  0.00%|    '\u0158'   #  0xD8 -> LATIN CAPITAL LETTER R WITH CARON
   265|         0|            0|            0|  0.00%|    '\u016e'   #  0xD9 -> LATIN CAPITAL LETTER U WITH RING ABOVE
   266|         0|            0|            0|  0.00%|    '\xda'     #  0xDA -> LATIN CAPITAL LETTER U WITH ACUTE
   267|         0|            0|            0|  0.00%|    '\u0170'   #  0xDB -> LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
   268|         0|            0|            0|  0.00%|    '\xdc'     #  0xDC -> LATIN CAPITAL LETTER U WITH DIAERESIS
   269|         0|            0|            0|  0.00%|    '\xdd'     #  0xDD -> LATIN CAPITAL LETTER Y WITH ACUTE
   270|         0|            0|            0|  0.00%|    '\u0162'   #  0xDE -> LATIN CAPITAL LETTER T WITH CEDILLA
   271|         0|            0|            0|  0.00%|    '\xdf'     #  0xDF -> LATIN SMALL LETTER SHARP S
   272|         0|            0|            0|  0.00%|    '\u0155'   #  0xE0 -> LATIN SMALL LETTER R WITH ACUTE
   273|         0|            0|            0|  0.00%|    '\xe1'     #  0xE1 -> LATIN SMALL LETTER A WITH ACUTE
   274|         0|            0|            0|  0.00%|    '\xe2'     #  0xE2 -> LATIN SMALL LETTER A WITH CIRCUMFLEX
   275|         0|            0|            0|  0.00%|    '\u0103'   #  0xE3 -> LATIN SMALL LETTER A WITH BREVE
   276|         0|            0|            0|  0.00%|    '\xe4'     #  0xE4 -> LATIN SMALL LETTER A WITH DIAERESIS
   277|         0|            0|            0|  0.00%|    '\u013a'   #  0xE5 -> LATIN SMALL LETTER L WITH ACUTE
   278|         0|            0|            0|  0.00%|    '\u0107'   #  0xE6 -> LATIN SMALL LETTER C WITH ACUTE
   279|         0|            0|            0|  0.00%|    '\xe7'     #  0xE7 -> LATIN SMALL LETTER C WITH CEDILLA
   280|         0|            0|            0|  0.00%|    '\u010d'   #  0xE8 -> LATIN SMALL LETTER C WITH CARON
   281|         0|            0|            0|  0.00%|    '\xe9'     #  0xE9 -> LATIN SMALL LETTER E WITH ACUTE
   282|         0|            0|            0|  0.00%|    '\u0119'   #  0xEA -> LATIN SMALL LETTER E WITH OGONEK
   283|         0|            0|            0|  0.00%|    '\xeb'     #  0xEB -> LATIN SMALL LETTER E WITH DIAERESIS
   284|         0|            0|            0|  0.00%|    '\u011b'   #  0xEC -> LATIN SMALL LETTER E WITH CARON
   285|         0|            0|            0|  0.00%|    '\xed'     #  0xED -> LATIN SMALL LETTER I WITH ACUTE
   286|         0|            0|            0|  0.00%|    '\xee'     #  0xEE -> LATIN SMALL LETTER I WITH CIRCUMFLEX
   287|         0|            0|            0|  0.00%|    '\u010f'   #  0xEF -> LATIN SMALL LETTER D WITH CARON
   288|         0|            0|            0|  0.00%|    '\u0111'   #  0xF0 -> LATIN SMALL LETTER D WITH STROKE
   289|         0|            0|            0|  0.00%|    '\u0144'   #  0xF1 -> LATIN SMALL LETTER N WITH ACUTE
   290|         0|            0|            0|  0.00%|    '\u0148'   #  0xF2 -> LATIN SMALL LETTER N WITH CARON
   291|         0|            0|            0|  0.00%|    '\xf3'     #  0xF3 -> LATIN SMALL LETTER O WITH ACUTE
   292|         0|            0|            0|  0.00%|    '\xf4'     #  0xF4 -> LATIN SMALL LETTER O WITH CIRCUMFLEX
   293|         0|            0|            0|  0.00%|    '\u0151'   #  0xF5 -> LATIN SMALL LETTER O WITH DOUBLE ACUTE
   294|         0|            0|            0|  0.00%|    '\xf6'     #  0xF6 -> LATIN SMALL LETTER O WITH DIAERESIS
   295|         0|            0|            0|  0.00%|    '\xf7'     #  0xF7 -> DIVISION SIGN
   296|         0|            0|            0|  0.00%|    '\u0159'   #  0xF8 -> LATIN SMALL LETTER R WITH CARON
   297|         0|            0|            0|  0.00%|    '\u016f'   #  0xF9 -> LATIN SMALL LETTER U WITH RING ABOVE
   298|         0|            0|            0|  0.00%|    '\xfa'     #  0xFA -> LATIN SMALL LETTER U WITH ACUTE
   299|         0|            0|            0|  0.00%|    '\u0171'   #  0xFB -> LATIN SMALL LETTER U WITH DOUBLE ACUTE
   300|         0|            0|            0|  0.00%|    '\xfc'     #  0xFC -> LATIN SMALL LETTER U WITH DIAERESIS
   301|         0|            0|            0|  0.00%|    '\xfd'     #  0xFD -> LATIN SMALL LETTER Y WITH ACUTE
   302|         0|            0|            0|  0.00%|    '\u0163'   #  0xFE -> LATIN SMALL LETTER T WITH CEDILLA
   303|         0|            0|            0|  0.00%|    '\u02d9'   #  0xFF -> DOT ABOVE
   304|         0|            0|            0|  0.00%|)
   305|         0|            0|            0|  0.00%|
   306|         0|            0|            0|  0.00%|### Encoding table
   307|         0|            0|            0|  0.00%|encoding_table=codecs.charmap_build(decoding_table)
File: C:\Python36-32\lib\_bootlocale.py
File duration: 0s (0.00%)
Line #|      Hits|         Time| Time per hit|      %|Source code
------+----------+-------------+-------------+-------+-----------
     1|         0|            0|            0|  0.00%|"""A minimal subset of the locale module used at interpreter startup
     2|         0|            0|            0|  0.00%|(imported by the _io module), in order to reduce startup time.
     3|         0|            0|            0|  0.00%|
     4|         0|            0|            0|  0.00%|Don't import directly from third-party code; use the `locale` module instead!
     5|         0|            0|            0|  0.00%|"""
     6|         0|            0|            0|  0.00%|
     7|         0|            0|            0|  0.00%|import sys
     8|         0|            0|            0|  0.00%|import _locale
     9|         0|            0|            0|  0.00%|
    10|         0|            0|            0|  0.00%|if sys.platform.startswith("win"):
    11|         1|            0|            0|  0.00%|    def getpreferredencoding(do_setlocale=True):
    12|         1|            0|            0|  0.00%|        return _locale._getdefaultlocale()[1]
    13|         0|            0|            0|  0.00%|else:
    14|         0|            0|            0|  0.00%|    try:
    15|         0|            0|            0|  0.00%|        _locale.CODESET
    16|         0|            0|            0|  0.00%|    except AttributeError:
    17|         0|            0|            0|  0.00%|        def getpreferredencoding(do_setlocale=True):
    18|         0|            0|            0|  0.00%|            # This path for legacy systems needs the more complex
    19|         0|            0|            0|  0.00%|            # getdefaultlocale() function, import the full locale module.
    20|         0|            0|            0|  0.00%|            import locale
    21|         0|            0|            0|  0.00%|            return locale.getpreferredencoding(do_setlocale)
    22|         0|            0|            0|  0.00%|    else:
    23|         0|            0|            0|  0.00%|        def getpreferredencoding(do_setlocale=True):
    24|         0|            0|            0|  0.00%|            assert not do_setlocale
    25|         0|            0|            0|  0.00%|            result = _locale.nl_langinfo(_locale.CODESET)
    26|         0|            0|            0|  0.00%|            if not result and sys.platform == 'darwin':
    27|         0|            0|            0|  0.00%|                # nl_langinfo can return an empty string
    28|         0|            0|            0|  0.00%|                # when the setting has an invalid value.
    29|         0|            0|            0|  0.00%|                # Default to UTF-8 in that case because
    30|         0|            0|            0|  0.00%|                # UTF-8 is the default charset on OSX and
    31|         0|            0|            0|  0.00%|                # returning nothing will crash the
    32|         0|            0|            0|  0.00%|                # interpreter.
    33|         0|            0|            0|  0.00%|                result = 'UTF-8'
    34|         0|            0|            0|  0.00%|            return result
